,Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1932457,6994261,2008,12,1,1,915.0,850,1036.0,955,DL,780,N969DL,141.0,125.0,88.0,41.0,25.0,ATL,ORD,606,22.0,31.0,0,N,0,0.0,0.0,41.0,0.0,0.0
1932458,6994262,2008,12,1,1,1850.0,1835,2101.0,2029,DL,781,N924DL,131.0,114.0,96.0,32.0,15.0,IAD,ATL,533,12.0,23.0,0,N,0,0.0,0.0,17.0,0.0,15.0
1932459,6994263,2008,12,1,1,2159.0,2149,2313.0,2311,DL,781,N662DN,134.0,142.0,109.0,2.0,10.0,ATL,DFW,732,5.0,20.0,0,N,0,,,,,
1932460,6994264,2008,12,1,1,740.0,705,905.0,839,DL,782,N963DL,85.0,94.0,62.0,26.0,35.0,DAB,ATL,366,12.0,11.0,0,N,0,26.0,0.0,0.0,0.0,0.0
1932461,6994265,2008,12,1,1,1113.0,1000,1224.0,1109,DL,782,N927DA,131.0,129.0,85.0,75.0,73.0,ATL,ORD,606,8.0,38.0,0,N,0,21.0,0.0,2.0,0.0,52.0
1932462,6994266,2008,12,1,1,603.0,555,1014.0,900,DL,783,N909DA,191.0,125.0,96.0,74.0,8.0,ORD,ATL,606,10.0,85.0,0,N,0,0.0,8.0,66.0,0.0,0.0
1932463,6994268,2008,12,1,1,1441.0,1306,1602.0,1405,DL,784,N916DL,141.0,119.0,98.0,117.0,95.0,ATL,ORD,606,8.0,35.0,0,N,0,95.0,0.0,22.0,0.0,0.0
1932464,6994269,2008,12,1,1,901.0,700,1412.0,1000,DL,785,N996DL,251.0,120.0,100.0,252.0,121.0,ORD,ATL,606,8.0,143.0,0,N,0,0.0,121.0,131.0,0.0,0.0
1932465,6994270,2008,12,1,1,1238.0,1106,1417.0,1239,DL,785,N956DL,99.0,93.0,70.0,98.0,92.0,ATL,SRQ,445,5.0,24.0,0,N,0,0.0,0.0,6.0,0.0,92.0
1932466,6994271,2008,12,1,1,1700.0,1450,1758.0,1558,DL,786,N3736C,118.0,128.0,93.0,120.0,130.0,ATL,ORD,606,9.0,16.0,0,N,0,0.0,0.0,120.0,0.0,0.0
1932467,6994272,2008,12,1,1,939.0,925,1355.0,1224,DL,787,N918DL,196.0,119.0,100.0,91.0,14.0,ORD,ATL,606,2.0,94.0,0,N,0,14.0,0.0,77.0,0.0,0.0
1932468,6994273,2008,12,1,1,1348.0,1335,1926.0,1905,DL,788,N3739P,218.0,210.0,187.0,21.0,13.0,TUS,ATL,1541,19.0,12.0,0,N,0,6.0,0.0,8.0,0.0,7.0
1932469,6994274,2008,12,1,1,2054.0,2010,2235.0,2152,DL,788,N399DA,101.0,102.0,72.0,43.0,44.0,ATL,PIT,526,7.0,22.0,0,N,0,8.0,0.0,0.0,0.0,35.0
1932470,6994275,2008,12,1,1,1123.0,1040,1514.0,1335,DL,789,N969DL,171.0,115.0,101.0,99.0,43.0,ORD,ATL,606,10.0,60.0,0,N,0,0.0,0.0,99.0,0.0,0.0
1932471,6994276,2008,12,1,1,1940.0,1706,2058.0,1808,DL,790,N996DL,138.0,122.0,95.0,170.0,154.0,ATL,ORD,606,10.0,33.0,0,N,0,0.0,0.0,170.0,0.0,0.0
1932472,6994277,2008,12,1,1,1312.0,1150,1623.0,1449,DL,791,N927DA,131.0,119.0,92.0,94.0,82.0,ORD,ATL,606,8.0,31.0,0,N,0,82.0,0.0,12.0,0.0,0.0
1932473,6994278,2008,12,1,1,1608.0,1556,1758.0,1740,DL,791,N602DL,110.0,104.0,93.0,18.0,12.0,ATL,PBI,545,5.0,12.0,0,N,0,12.0,0.0,6.0,0.0,0.0
1932474,6994279,2008,12,1,1,1640.0,1550,1855.0,1800,DL,792,N912DE,75.0,70.0,53.0,55.0,50.0,MOB,ATL,302,16.0,6.0,0,N,0,0.0,0.0,5.0,0.0,50.0
1932475,6994280,2008,12,1,1,2054.0,1905,2152.0,2013,DL,792,N912DE,118.0,128.0,90.0,99.0,109.0,ATL,ORD,606,9.0,19.0,0,N,0,0.0,0.0,67.0,0.0,32.0
1932476,6994281,2008,12,1,1,1652.0,1445,2002.0,1744,DL,793,N916DL,130.0,119.0,90.0,138.0,127.0,ORD,ATL,606,27.0,13.0,0,N,0,10.0,0.0,11.0,0.0,117.0
1932477,6994283,2008,12,1,1,2225.0,2120,2326.0,2219,DL,794,N924DL,121.0,119.0,87.0,67.0,65.0,ATL,ORD,606,12.0,22.0,0,N,0,39.0,0.0,2.0,0.0,26.0
1932478,6994285,2008,12,1,1,835.0,725,1137.0,959,DL,796,N924DL,122.0,94.0,81.0,98.0,70.0,STL,ATL,483,10.0,31.0,0,N,0,70.0,0.0,28.0,0.0,0.0
1932479,6994286,2008,12,1,1,1842.0,1700,2133.0,2003,DL,797,N3736C,111.0,123.0,84.0,90.0,102.0,ORD,ATL,606,16.0,11.0,0,N,0,0.0,0.0,0.0,0.0,90.0
1932480,6994290,2008,12,1,1,822.0,800,1030.0,954,DL,805,N908DE,128.0,114.0,103.0,36.0,22.0,DCA,ATL,547,11.0,14.0,0,N,0,0.0,0.0,36.0,0.0,0.0
1932481,6994291,2008,12,1,1,1128.0,1056,1246.0,1222,DL,805,N932DL,198.0,206.0,168.0,24.0,32.0,ATL,ELP,1282,4.0,26.0,0,N,0,1.0,0.0,0.0,0.0,23.0
1932482,6994295,2008,12,1,1,1114.0,1020,1251.0,1208,DL,808,N631DL,97.0,108.0,69.0,43.0,54.0,ATL,DCA,547,4.0,24.0,0,N,0,7.0,0.0,0.0,0.0,36.0
1932483,6994296,2008,12,1,1,1008.0,959,1213.0,1149,DL,809,N664DN,125.0,110.0,104.0,24.0,9.0,DCA,ATL,547,7.0,14.0,0,N,0,9.0,0.0,15.0,0.0,0.0
1932484,6994297,2008,12,1,1,1304.0,1250,1437.0,1415,DL,809,N664DN,93.0,85.0,67.0,22.0,14.0,ATL,MCO,403,9.0,17.0,0,N,0,1.0,0.0,8.0,0.0,13.0
1932485,6994298,2008,12,1,1,1135.0,1120,1318.0,1306,DL,810,N962DL,103.0,106.0,69.0,12.0,15.0,ATL,DCA,547,6.0,28.0,0,N,0,,,,,
1932486,6994301,2008,12,1,1,1233.0,1220,1405.0,1359,DL,812,N900PC,92.0,99.0,67.0,6.0,13.0,ATL,DCA,547,6.0,19.0,0,N,0,,,,,
1932487,6994303,2008,12,1,1,1330.0,1320,1502.0,1459,DL,814,N983DL,92.0,99.0,72.0,3.0,10.0,ATL,DCA,547,5.0,15.0,0,N,0,,,,,
1932488,6994304,2008,12,1,1,1355.0,1300,1617.0,1452,DL,815,N631DL,142.0,112.0,105.0,85.0,55.0,DCA,ATL,547,8.0,29.0,0,N,0,14.0,0.0,30.0,0.0,41.0
1932489,6994305,2008,12,1,1,1456.0,1420,1638.0,1601,DL,816,N653DL,102.0,101.0,70.0,37.0,36.0,ATL,DCA,547,12.0,20.0,0,N,0,12.0,0.0,1.0,0.0,24.0
1932490,6994307,2008,12,1,1,1545.0,1520,1719.0,1707,DL,818,N917DL,94.0,107.0,70.0,12.0,25.0,ATL,DCA,547,11.0,13.0,0,N,0,,,,,
1932491,6994309,2008,12,1,1,1306.0,1210,1623.0,1518,DL,820,N904DE,137.0,128.0,102.0,65.0,56.0,AUS,ATL,813,22.0,13.0,0,N,0,56.0,0.0,9.0,0.0,0.0
1932492,6994310,2008,12,1,1,1711.0,1620,1848.0,1807,DL,820,N684DA,97.0,107.0,70.0,41.0,51.0,ATL,DCA,547,7.0,20.0,0,N,0,10.0,0.0,0.0,0.0,31.0
1932493,6994314,2008,12,1,1,1742.0,1720,1930.0,1906,DL,822,N639DL,108.0,106.0,73.0,24.0,22.0,ATL,DCA,547,8.0,27.0,0,N,0,22.0,0.0,2.0,0.0,0.0
1932494,6994315,2008,12,1,1,1718.0,1700,1959.0,1853,DL,823,N653DL,161.0,113.0,103.0,66.0,18.0,DCA,ATL,547,33.0,25.0,0,N,0,0.0,0.0,66.0,0.0,0.0
1932495,6994321,2008,12,1,1,2115.0,2010,2245.0,2159,DL,828,N682DA,90.0,109.0,69.0,46.0,65.0,ATL,DCA,547,9.0,12.0,0,N,0,46.0,0.0,0.0,0.0,0.0
1932496,6994323,2008,12,1,1,2250.0,2239,43.0,19,DL,829,N973DL,113.0,100.0,92.0,24.0,11.0,ATL,FLL,581,4.0,17.0,0,N,0,0.0,0.0,13.0,0.0,11.0
1932497,6994324,2008,12,1,1,2225.0,2120,2400.0,2304,DL,830,N969DL,95.0,104.0,71.0,56.0,65.0,ATL,DCA,547,7.0,17.0,0,N,0,0.0,0.0,0.0,0.0,56.0
1932498,6994327,2008,12,1,1,609.0,600,906.0,819,DL,833,N6712B,177.0,139.0,134.0,47.0,9.0,EWR,ATL,745,16.0,27.0,0,N,0,9.0,0.0,38.0,0.0,0.0
1932499,6994328,2008,12,1,1,836.0,830,1035.0,1039,DL,834,N3736C,119.0,129.0,89.0,-4.0,6.0,ATL,EWR,745,8.0,22.0,0,N,0,,,,,
1932500,6994329,2008,12,1,1,723.0,715,1020.0,947,DL,835,N3739P,177.0,152.0,139.0,33.0,8.0,EWR,ATL,745,14.0,24.0,0,N,0,8.0,0.0,25.0,0.0,0.0
1932501,6994337,2008,12,1,1,1646.0,1617,1706.0,1630,DL,841,N908DL,80.0,73.0,49.0,36.0,29.0,ATL,VPS,264,7.0,24.0,0,N,0,29.0,0.0,7.0,0.0,0.0
1932502,6994339,2008,12,1,1,1434.0,1254,1556.0,1410,DL,843,N924DL,82.0,76.0,54.0,106.0,100.0,CHS,ATL,259,12.0,16.0,0,N,0,2.0,0.0,6.0,0.0,98.0
1932503,6994341,2008,12,1,1,1833.0,1805,2043.0,2030,DL,844,N650DL,130.0,145.0,105.0,13.0,28.0,ATL,EWR,745,7.0,18.0,0,N,0,,,,,
1932504,6994343,2008,12,1,1,1924.0,1910,2124.0,2127,DL,846,N679DA,120.0,137.0,94.0,-3.0,14.0,ATL,EWR,745,8.0,18.0,0,N,0,,,,,
1932505,6994344,2008,12,1,1,2004.0,1920,2107.0,2021,DL,847,N946DL,63.0,61.0,34.0,46.0,44.0,ATL,CAE,191,4.0,25.0,0,N,0,32.0,0.0,2.0,0.0,12.0
1932506,6994345,2008,12,1,1,1905.0,1859,2107.0,2046,DL,848,N698DL,122.0,107.0,92.0,21.0,6.0,ATL,PBI,545,4.0,26.0,0,N,0,6.0,0.0,15.0,0.0,0.0
1932507,6994346,2008,12,1,1,1826.0,1800,2117.0,2040,DL,849,N617DL,171.0,160.0,129.0,37.0,26.0,EWR,ATL,745,13.0,29.0,0,N,0,2.0,0.0,11.0,0.0,24.0
1932508,6994347,2008,12,1,1,2149.0,2140,2352.0,2354,DL,850,N685DA,123.0,134.0,93.0,-2.0,9.0,ATL,EWR,745,6.0,24.0,0,N,0,,,,,
1932509,6994348,2008,12,1,1,1921.0,1900,2217.0,2054,DL,851,N684DA,176.0,114.0,97.0,83.0,21.0,DCA,ATL,547,43.0,36.0,0,N,0,0.0,0.0,62.0,0.0,21.0
1932510,6994352,2008,12,1,1,907.0,835,1125.0,1023,DL,855,N126DL,138.0,108.0,98.0,62.0,32.0,ATL,FLL,581,8.0,32.0,0,N,0,32.0,0.0,30.0,0.0,0.0
1932511,6994353,2008,12,1,1,1521.0,1455,1711.0,1651,DL,856,N666DN,110.0,116.0,84.0,20.0,26.0,FLL,ATL,581,11.0,15.0,0,N,0,0.0,0.0,1.0,0.0,19.0
1932512,6994354,2008,12,1,1,715.0,700,928.0,900,DL,857,N681DA,133.0,120.0,92.0,28.0,15.0,PIT,ATL,526,5.0,36.0,0,N,0,15.0,0.0,13.0,0.0,0.0
1932513,6994355,2008,12,1,1,1023.0,950,1256.0,1147,DL,857,N681DA,153.0,117.0,109.0,69.0,33.0,ATL,FLL,581,9.0,35.0,0,N,0,0.0,0.0,36.0,0.0,33.0
1932514,6994358,2008,12,1,1,1026.0,1005,1214.0,1156,DL,860,N619DL,108.0,111.0,90.0,18.0,21.0,FLL,ATL,581,8.0,10.0,0,N,0,0.0,0.0,0.0,0.0,18.0
1932515,6994359,2008,12,1,1,1332.0,1325,1537.0,1511,DL,861,N6704Z,125.0,106.0,101.0,26.0,7.0,ATL,FLL,581,10.0,14.0,0,N,0,7.0,0.0,19.0,0.0,0.0
1932516,6994360,2008,12,1,1,1448.0,1435,1651.0,1621,DL,863,N137DL,123.0,106.0,99.0,30.0,13.0,ATL,FLL,581,7.0,17.0,0,N,0,13.0,0.0,17.0,0.0,0.0
1932517,6994361,2008,12,1,1,1351.0,1240,1555.0,1437,DL,864,N681DA,124.0,117.0,84.0,78.0,71.0,FLL,ATL,581,29.0,11.0,0,N,0,2.0,0.0,7.0,0.0,69.0
1932518,6994363,2008,12,1,1,1704.0,1620,1820.0,1739,DL,866,N665DN,76.0,79.0,54.0,41.0,44.0,ATL,RDU,356,5.0,17.0,0,N,0,28.0,0.0,0.0,0.0,13.0
1932519,6994366,2008,12,1,1,2235.0,2140,1.0,2312,DL,868,N372DA,86.0,92.0,62.0,49.0,55.0,ATL,DAY,432,8.0,16.0,0,N,0,5.0,0.0,0.0,0.0,44.0
1932520,6994367,2008,12,1,1,1732.0,1705,1928.0,1857,DL,869,N637DL,116.0,112.0,95.0,31.0,27.0,ATL,FLL,581,4.0,17.0,0,N,0,3.0,0.0,4.0,0.0,24.0
1932521,6994368,2008,12,1,1,607.0,600,821.0,750,DL,871,N375DA,134.0,110.0,103.0,31.0,7.0,DCA,ATL,547,9.0,22.0,0,N,0,7.0,0.0,24.0,0.0,0.0
1932522,6994369,2008,12,1,1,1206.0,1146,1931.0,1912,DL,873,N699DL,265.0,266.0,243.0,19.0,20.0,SMF,ATL,2092,8.0,14.0,0,N,0,0.0,0.0,0.0,0.0,19.0
1932523,6994371,2008,12,1,1,1920.0,1840,2128.0,2039,DL,874,N689DL,128.0,119.0,78.0,49.0,40.0,FLL,ATL,581,22.0,28.0,0,N,0,0.0,0.0,9.0,0.0,40.0
1932524,6994373,2008,12,1,1,2008.0,1947,2202.0,2142,DL,876,N637DL,114.0,115.0,76.0,20.0,21.0,FLL,ATL,581,11.0,27.0,0,N,0,0.0,0.0,0.0,0.0,20.0
1932525,6994375,2008,12,1,1,807.0,700,932.0,842,DL,878,N121DE,85.0,102.0,63.0,50.0,67.0,TPA,ATL,406,7.0,15.0,0,N,0,50.0,0.0,0.0,0.0,0.0
1932526,6994376,2008,12,1,1,953.0,947,1129.0,1114,DL,878,N653DL,96.0,87.0,53.0,15.0,6.0,ATL,RDU,356,6.0,37.0,0,N,0,6.0,0.0,9.0,0.0,0.0
1932527,6994379,2008,12,1,1,1054.0,1000,1240.0,1135,DL,881,N622DL,106.0,95.0,67.0,65.0,54.0,ATL,TPA,406,4.0,35.0,0,N,0,0.0,0.0,11.0,0.0,54.0
1932528,6994383,2008,12,1,1,1310.0,1250,1438.0,1413,DL,885,N619DL,88.0,83.0,70.0,25.0,20.0,ATL,TPA,406,2.0,16.0,0,N,0,6.0,0.0,5.0,0.0,14.0
1932529,6994384,2008,12,1,1,1323.0,1225,1509.0,1359,DL,886,N622DL,106.0,94.0,69.0,70.0,58.0,TPA,ATL,406,13.0,24.0,0,N,0,58.0,0.0,12.0,0.0,0.0
1932530,6994386,2008,12,1,1,2134.0,2115,2300.0,2251,DL,888,N687DL,86.0,96.0,62.0,9.0,19.0,ATL,CMH,446,2.0,22.0,0,N,0,,,,,
1932531,6994387,2008,12,1,1,1103.0,1030,1321.0,1241,DL,889,N902DE,138.0,131.0,120.0,40.0,33.0,BUF,ATL,712,8.0,10.0,0,N,0,0.0,0.0,7.0,0.0,33.0
1932532,6994389,2008,12,1,1,1756.0,1735,1942.0,1904,DL,891,N690DL,106.0,89.0,67.0,38.0,21.0,ATL,TPA,406,5.0,34.0,0,N,0,21.0,0.0,17.0,0.0,0.0
1932533,6994390,2008,12,1,1,1942.0,1850,2124.0,2018,DL,893,N674DL,102.0,88.0,68.0,66.0,52.0,ATL,TPA,406,4.0,30.0,0,N,0,6.0,0.0,14.0,0.0,46.0
1932534,6994392,2008,12,1,1,2122.0,2040,2302.0,2211,DL,895,N130DL,100.0,91.0,72.0,51.0,42.0,ATL,TPA,406,6.0,22.0,0,N,0,42.0,0.0,9.0,0.0,0.0
1932535,6994394,2008,12,1,1,1339.0,1327,2104.0,2040,DL,897,N3753,265.0,253.0,230.0,24.0,12.0,SNA,ATL,1919,7.0,28.0,0,N,0,12.0,0.0,12.0,0.0,0.0
1932536,6994395,2008,12,1,1,2309.0,2225,38.0,2346,DL,897,N684DA,89.0,81.0,67.0,52.0,44.0,ATL,TPA,406,8.0,14.0,0,N,0,2.0,0.0,8.0,0.0,42.0
1932537,6994396,2008,12,1,1,1537.0,1446,1734.0,1710,DL,898,N617DL,117.0,144.0,98.0,24.0,51.0,ATL,EWR,745,6.0,13.0,0,N,0,5.0,0.0,0.0,0.0,19.0
1932538,6994399,2008,12,1,1,1518.0,1455,1751.0,1716,DL,901,N902DE,93.0,81.0,60.0,35.0,23.0,MEM,ATL,332,15.0,18.0,0,N,0,3.0,0.0,32.0,0.0,0.0
1932539,6994400,2008,12,1,1,748.0,740,1019.0,1000,DL,902,N399DA,151.0,140.0,111.0,19.0,8.0,ATL,LGA,761,22.0,18.0,0,N,0,8.0,0.0,11.0,0.0,0.0
1932540,6994402,2008,12,1,1,914.0,840,1140.0,1105,DL,904,N689DL,146.0,145.0,111.0,35.0,34.0,ATL,LGA,761,7.0,28.0,0,N,0,0.0,0.0,35.0,0.0,0.0
1932541,6994405,2008,12,1,1,938.0,900,1232.0,1145,DL,907,N929DL,174.0,165.0,149.0,47.0,38.0,LGA,ATL,761,7.0,18.0,0,N,0,5.0,0.0,9.0,0.0,33.0
1932542,6994407,2008,12,1,1,1120.0,1040,1334.0,1304,DL,908,N658DL,134.0,144.0,97.0,30.0,40.0,ATL,LGA,761,13.0,24.0,0,N,0,30.0,0.0,0.0,0.0,0.0
1932543,6994409,2008,12,1,1,1227.0,1140,1435.0,1401,DL,910,N6707A,128.0,141.0,88.0,34.0,47.0,ATL,LGA,761,19.0,21.0,0,N,0,0.0,0.0,34.0,0.0,0.0
1932544,6994410,2008,12,1,1,1345.0,1240,1551.0,1459,DL,912,N604DL,126.0,139.0,95.0,52.0,65.0,ATL,LGA,761,14.0,17.0,0,N,0,0.0,0.0,34.0,0.0,18.0
1932545,6994411,2008,12,1,1,1110.0,1100,1357.0,1343,DL,913,N399DA,167.0,163.0,142.0,14.0,10.0,LGA,ATL,761,7.0,18.0,0,N,0,,,,,
1932546,6994413,2008,12,1,1,1421.0,1340,1619.0,1559,DL,914,N669DN,118.0,139.0,94.0,20.0,41.0,ATL,LGA,761,7.0,17.0,0,N,0,0.0,0.0,7.0,0.0,13.0
1932547,6994414,2008,12,1,1,1234.0,1200,1524.0,1446,DL,915,N689DL,170.0,166.0,141.0,38.0,34.0,LGA,ATL,761,9.0,20.0,0,N,0,4.0,0.0,4.0,0.0,30.0
1932548,6994415,2008,12,1,1,1727.0,1440,1932.0,1659,DL,916,N661DN,125.0,139.0,93.0,153.0,167.0,ATL,LGA,761,13.0,19.0,0,N,0,153.0,0.0,0.0,0.0,0.0
1932549,6994416,2008,12,1,1,1311.0,1255,1609.0,1530,DL,917,N684DA,178.0,155.0,145.0,39.0,16.0,LGA,ATL,761,6.0,27.0,0,N,0,8.0,0.0,23.0,0.0,8.0
1932550,6994417,2008,12,1,1,1621.0,1540,1836.0,1809,DL,918,N624DL,135.0,149.0,95.0,27.0,41.0,ATL,LGA,761,11.0,29.0,0,N,0,0.0,0.0,17.0,0.0,10.0
1932551,6994418,2008,12,1,1,1421.0,1355,1728.0,1630,DL,919,N658DL,187.0,155.0,138.0,58.0,26.0,LGA,ATL,761,8.0,41.0,0,N,0,0.0,0.0,32.0,0.0,26.0
1932552,6994419,2008,12,1,1,1720.0,1640,1928.0,1910,DL,920,N635DL,128.0,150.0,94.0,18.0,40.0,ATL,LGA,761,12.0,22.0,0,N,0,0.0,0.0,17.0,0.0,1.0
1932553,6994420,2008,12,1,1,1537.0,1500,1836.0,1741,DL,921,N6707A,179.0,161.0,145.0,55.0,37.0,LGA,ATL,761,11.0,23.0,0,N,0,12.0,0.0,18.0,0.0,25.0
1932554,6994421,2008,12,1,1,1928.0,1854,2124.0,2101,DL,921,N6707A,236.0,247.0,207.0,23.0,34.0,ATL,PHX,1587,5.0,24.0,0,N,0,1.0,0.0,0.0,0.0,22.0
1932555,6994422,2008,12,1,1,1756.0,1740,2012.0,2007,DL,922,N675DL,136.0,147.0,96.0,5.0,16.0,ATL,LGA,761,11.0,29.0,0,N,0,,,,,
1932556,6994423,2008,12,1,1,1649.0,1555,1942.0,1840,DL,923,N604DL,173.0,165.0,134.0,62.0,54.0,LGA,ATL,761,10.0,29.0,0,N,0,8.0,0.0,8.0,0.0,46.0
1932557,6994424,2008,12,1,1,1537.0,1530,1717.0,1703,DL,924,N664DN,100.0,93.0,63.0,14.0,7.0,MCO,ATL,403,26.0,11.0,0,N,0,,,,,
1932558,6994426,2008,12,1,1,1720.0,1658,2016.0,1942,DL,925,N669DN,176.0,164.0,131.0,34.0,22.0,LGA,ATL,761,25.0,20.0,0,N,0,11.0,0.0,12.0,0.0,11.0
1932559,6994427,2008,12,1,1,2013.0,1940,2233.0,2205,DL,926,N6714Q,140.0,145.0,101.0,28.0,33.0,ATL,LGA,761,10.0,29.0,0,N,0,20.0,0.0,0.0,0.0,8.0
1932560,6994428,2008,12,1,1,2011.0,1755,2309.0,2040,DL,927,N661DN,178.0,165.0,133.0,149.0,136.0,LGA,ATL,761,8.0,37.0,0,N,0,0.0,0.0,13.0,0.0,136.0
1932561,6994430,2008,12,1,1,1926.0,1859,2212.0,2140,DL,929,N624DL,166.0,161.0,132.0,32.0,27.0,LGA,ATL,761,8.0,26.0,0,N,0,0.0,0.0,5.0,0.0,27.0
1932562,6994431,2008,12,1,1,2245.0,2140,43.0,2359,DL,930,N646DL,118.0,139.0,84.0,44.0,65.0,ATL,LGA,761,8.0,26.0,0,N,0,32.0,0.0,0.0,0.0,12.0
1932563,6994432,2008,12,1,1,2009.0,2000,2304.0,2238,DL,931,N635DL,175.0,158.0,127.0,26.0,9.0,LGA,ATL,761,27.0,21.0,0,N,0,0.0,0.0,17.0,0.0,9.0
1932564,6994433,2008,12,1,1,109.0,15,822.0,724,DL,932,N684DA,253.0,249.0,222.0,58.0,54.0,LAX,ATL,1946,21.0,10.0,0,N,0,54.0,0.0,4.0,0.0,0.0
1932565,6994435,2008,12,1,1,125.0,115,839.0,824,DL,934,N629DL,254.0,249.0,230.0,15.0,10.0,LAX,ATL,1946,8.0,16.0,0,N,0,10.0,0.0,5.0,0.0,0.0
1932566,6994436,2008,12,1,1,741.0,730,915.0,915,DL,935,N638DL,274.0,285.0,248.0,0.0,11.0,ATL,LAX,1946,9.0,17.0,0,N,0,,,,,
1932567,6994439,2008,12,1,1,1305.0,1237,1445.0,1435,DL,938,N948DL,100.0,118.0,84.0,10.0,28.0,ATL,BUF,712,4.0,12.0,0,N,0,,,,,
1932568,6994442,2008,12,1,1,1911.0,1900,2144.0,2122,DL,940,N3733Z,333.0,322.0,305.0,22.0,11.0,ATL,PDX,2172,4.0,24.0,0,N,0,11.0,0.0,11.0,0.0,0.0
1932569,6994443,2008,12,1,1,1131.0,1110,1314.0,1300,DL,941,N121DE,283.0,290.0,246.0,14.0,21.0,ATL,LAX,1946,8.0,29.0,0,N,0,,,,,
1932570,6994445,2008,12,1,1,1746.0,1725,2030.0,1939,DL,943,N909DL,164.0,134.0,117.0,51.0,21.0,ROC,ATL,749,27.0,20.0,0,N,0,21.0,0.0,30.0,0.0,0.0
1932571,6994446,2008,12,1,1,1117.0,1100,1338.0,1255,DL,944,N673DL,141.0,115.0,98.0,43.0,17.0,ATL,MIA,595,11.0,32.0,0,N,0,17.0,0.0,26.0,0.0,0.0
1932572,6994447,2008,12,1,1,1451.0,1440,1623.0,1625,DL,945,N144DA,272.0,285.0,250.0,-2.0,11.0,ATL,LAX,1946,7.0,15.0,0,N,0,,,,,
1932573,6994448,2008,12,1,1,1413.0,1400,2137.0,2113,DL,946,N121DE,264.0,253.0,234.0,24.0,13.0,LAX,ATL,1946,12.0,18.0,0,N,0,0.0,0.0,11.0,0.0,13.0
1932574,6994451,2008,12,1,1,1610.0,1600,2323.0,2312,DL,948,N37700,253.0,252.0,232.0,11.0,10.0,LAX,ATL,1946,6.0,15.0,0,N,0,,,,,
1932575,6994452,2008,12,1,1,1239.0,1230,1412.0,1416,DL,949,N648DL,273.0,286.0,254.0,-4.0,9.0,ATL,LAX,1946,6.0,13.0,0,N,0,,,,,
1932576,6994453,2008,12,1,1,1938.0,1855,2109.0,2019,DL,950,N987DL,91.0,84.0,54.0,50.0,43.0,ATL,RDU,356,7.0,30.0,0,N,0,43.0,0.0,7.0,0.0,0.0
1932577,6994454,2008,12,1,1,1653.0,1602,1843.0,1800,DL,951,N921DL,110.0,118.0,79.0,43.0,51.0,MIA,ATL,595,18.0,13.0,0,N,0,16.0,0.0,27.0,0.0,0.0
1932578,6994457,2008,12,1,1,645.0,630,824.0,801,DL,954,N131DN,99.0,91.0,71.0,23.0,15.0,MCO,ATL,403,14.0,14.0,0,N,0,15.0,0.0,8.0,0.0,0.0
1932579,6994458,2008,12,1,1,2143.0,2115,2330.0,2312,DL,955,N6708D,287.0,297.0,249.0,18.0,28.0,ATL,LAX,1946,13.0,25.0,0,N,0,18.0,0.0,0.0,0.0,0.0
1932580,6994459,2008,12,1,1,736.0,730,910.0,903,DL,956,N655DL,94.0,93.0,60.0,7.0,6.0,MCO,ATL,403,23.0,11.0,0,N,0,,,,,
1932581,6994463,2008,12,1,1,949.0,930,1118.0,1059,DL,960,N657DL,89.0,89.0,68.0,19.0,19.0,MCO,ATL,403,6.0,15.0,0,N,0,19.0,0.0,0.0,0.0,0.0
1932582,6994465,2008,12,1,1,1734.0,1715,1900.0,1848,DL,962,N925DL,86.0,93.0,64.0,12.0,19.0,ATL,CMH,446,5.0,17.0,0,N,0,,,,,
1932583,6994468,2008,12,1,1,2229.0,2150,2300.0,2237,DL,965,N949DL,91.0,107.0,72.0,23.0,39.0,ATL,STL,483,4.0,15.0,0,N,0,1.0,0.0,0.0,0.0,22.0
1932584,6994469,2008,12,1,1,1202.0,1150,1332.0,1315,DL,967,N661DN,90.0,85.0,62.0,17.0,12.0,ATL,MCO,403,6.0,22.0,0,N,0,9.0,0.0,5.0,0.0,3.0
1932585,6994472,2008,12,1,1,1501.0,1450,1625.0,1616,DL,971,N833MH,84.0,86.0,62.0,9.0,11.0,ATL,MCO,403,6.0,16.0,0,N,0,,,,,
1932586,6994474,2008,12,1,1,1602.0,1550,1737.0,1723,DL,973,N651DL,95.0,93.0,68.0,14.0,12.0,ATL,MCO,403,8.0,19.0,0,N,0,,,,,
1932587,6994476,2008,12,1,1,1939.0,1914,1958.0,1938,DL,975,N929DL,79.0,84.0,54.0,20.0,25.0,ATL,JAN,341,6.0,19.0,0,N,0,20.0,0.0,0.0,0.0,0.0
1932588,6994477,2008,12,1,1,1004.0,925,1301.0,1221,DL,976,N937DL,117.0,116.0,99.0,40.0,39.0,MCI,ATL,692,7.0,11.0,0,N,0,0.0,0.0,1.0,0.0,39.0
